medcode,readcode,readterm,minormalformation,subgroup
103870,pg36.11,supernumerary ribs,Yes,Other
36610,pg37.00,mis-shapen sternum,Yes,Other
31378,pg3x.00,other congenital anomalies of ribs,,Other
51424,pg3y.00,other congenital anomalies of sternum,,Other
35735,pg3z.00,other rib or sternum anomaly nos,,Other
66465,pg3z.11,anomalies of thoracic cage unspecified,,Other
35820,pg42.00,multiple enchondromata,,Other
52135,pg42.11,enchondromatosis,,Other
21987,pg42.12,ollier's disease,,Other
36252,pg42.18,dyschondroplasia,,Other
59737,pg42000,multiple enchondromata with haemangioma,,Other
101861,pg42011,kast's syndrome,,Other
61992,pg42012,maffuci's syndrome,,Other
73909,pg42z00,dyschondroplasia nos,,Other
50583,pg49.00,dysplasia epiphysealis hemimelica,,Other
36753,pg5..00,osteodysplasia,,Other
38450,pg5..11,osteodystrophy,,Other
96403,pg50.00,"osteodysplasia, unspecified",,Other
30600,pg54.00,polyostotic fibrous dysplasia,,Other
63819,pg5y.00,other specified osteodysplasia,,Other
15046,pg5y000,albright-sternberg syndrome,,Other
30601,pg5y011,albright-mccune-sternberg syndrome,,Other
57407,pg5y012,albright's polyostotic dysplasia,,Other
37406,pg5yz00,other osteodysplasia nos,,Other
55331,pg5z.00,osteodysplasia nos,,Other
68427,pg5z.11,osteochondrodysplasia,,Other
31416,pg6..00,anomalies of diaphragm,,Other
49768,pg61.00,congenital diaphragmatic hernia,,Digestive
59281,pg61.11,congenital defect of diaphragmatic nec,,Other
24561,pg62.00,congenital foramen morgagni hernia,,Other
14941,pg63.00,eventration of diaphragm,,Other
52883,pg6y.00,other specified anomalies of diaphragm,,Other
40848,pg6z.00,diaphragm anomalies nos,,Other
18063,pg7..00,abdominal wall anomalies,,Abdominal Wall
22883,pg70.00,exomphalos,,Abdominal Wall
15593,pg71.00,gastroschisis,,Abdominal Wall
22853,pg72.00,prune belly syndrome,,Urinary
44634,pg7y.00,other specified anomaly of abdominal wall,,Abdominal Wall
47060,pg7z.00,abdominal wall anomaly nos,,Abdominal Wall
93540,pg8..00,congenital inguinal hernia,Yes,Other
63565,pgw..00,osteochondrodyspl with defct growth tub bone spine unspec,,Other
52658,pgx..00,"congenital malformation of bony thorax, unspecified",,Other
44093,pgy..00,"other specified muscle, tendon and fascia anomaly",,Other
19949,pgy0.00,congenital absence of muscle and tendon,,Other
67259,pgy0000,absent tendon,,Other
21049,pgy0100,poland's syndrome,,Other
34141,pgy0200,other absent muscle,,Other
69430,pgy0211,muscle agenesis,,Other
56160,pgy0212,orbinsky syndrome,,Other
48122,pgy0z00,absent muscle or tendon nos,,Other
56707,pgy1.00,accessory muscle,,Other
97640,pgyy.00,"other specified other anomalies of muscle, tendon and fascia",,Other
71447,pgyy.11,ayala's disease,,Other
57769,pgyy000,amyotrophica congenita,,Other
42848,pgyy100,congenital shortening of tendon,,Other
47471,pgyy200,hypoplasia of muscle,,Other
45473,pgyy400,aplasia of muscle,,Other
98260,pgyyz00,"other anomaly of tendon, fascia or muscle nos",,Other
66657,pgyz.00,"other muscle, tendon or fascia anomalies nos",,Other
2709,pgz..00,congenital musculoskeletal anomalies nos,,Other
35801,pgz..11,congenital deformity of musculoskeletal system nec,,Other
16755,pgz0.00,unspecified anomaly of muscle,,Other
19468,pgz1.00,unspecified anomaly of tendon,,Other
22492,pgz2.00,unspecified anomaly of bones,,Other
16630,pgz3.00,unspecified anomaly of cartilage,,Other
28247,pgz4.00,unspecified anomaly of connective tissue,,Other
5681,ph...00,congenital integument anomalies,,Other
31007,ph...11,congenital skin anomalies,,Other
27326,ph00.00,congenital lymphoedema,,Other
12755,ph3..00,other specified skin anomalies,,Other
22717,ph31.00,vascular hamartomas,,Other
8131,ph31.11,vascular naevus,Yes,Other
5436,ph31.12,naevus flammeus,Yes,Other
5506,ph31000,"birth mark, unspecified",Yes,Other
3384,ph31100,port wine stain,Yes,Other
531,ph31200,strawberry naevus,Yes,Other
33776,ph31z00,vascular hamartoma nos,,Other
23918,ph32.00,congenital pigmentary skin anomalies,Yes,Other
48046,ph32000,congenital poikiloderma,,Other
1876,ph32100,urticaria pigmentosa,,Other
51029,ph32111,mast cell disease,,Other
17521,ph32112,mastocytosis,,Other
31929,ph32z00,congenital pigmentary skin anomaly nos,,Other
60064,ph33.00,specified syndromes nec involving skin anomalies,,Other
63547,ph33200,mibelli's disease,,Other
62805,ph33z00,specified syndromes involving skin anomalies nec nos,,Other
5680,ph34.00,other specified birthmark,Yes,Other
3190,ph34.11,naevus nec,Yes,Other
101092,ph34000,naevus sebaceous,Yes,Other
7863,ph35.00,mongolian blue spot,Yes,Other
54235,ph3y.00,other congenital skin anomalies,Yes,Other
67307,ph3y.11,keratosis palmaris,Yes,Other
9758,ph3y000,congenital accessory skin tags,Yes,Other
60246,ph3y100,congenital scar,,Other
25927,ph3y213,bullous eruption of hand,,Other
20412,ph3y600,keratosis palmaris et plantaris,Yes,Other
23091,ph3yz00,other congenital skin anomaly nos,Yes,Other
44145,ph3yz11,lichen spinulosus,,Other
34662,ph3z.00,integument anomalies nos,Yes,Other
11001,ph4..00,specified hair anomalies,,Other
16618,ph40.00,congenital alopecia,,Other
59553,ph40.11,congenital atrichosis,,Other
104030,ph40000,"congenital alopecia, unspecified",,Other
92345,ph40100,congenital localised alopecia,,Other
68179,ph40200,congenital generalised alopecia,,Other
94887,ph40211,atrichosis,,Other
98667,ph40z00,congenital alopecia nos,,Other
64511,ph41.11,beaded hair,Yes,Other
30154,ph42.00,congenital hypertrichosis,,Other
46440,ph43.00,persistent lanugo,Yes,Other
52674,ph43.11,hypertrichosis lanuginosa,,Other
55069,ph44.00,twisted hair,,Other
35991,ph44.11,pili torti,,Other
55641,ph4z.00,specified hair anomalies nos,Yes,Other
10427,ph5..00,specified anomalies of nails,,Other
39931,ph50.00,anonychia,,Other
103530,ph50.11,congenital absence of nails,,Other
15453,ph51.00,congenital clubnail,,Other
32621,ph52.00,congenital koilonychia,,Other
95805,ph53.00,congenital leukonychia,Yes,Other
66070,ph54.00,congenital onychauxis,,Other
89466,ph54.11,enlarged nails,Yes,Other
35067,ph55.00,congenital pachyonychia,,Other
38522,ph55.11,hypertrophic nails,,Other
22547,ph5z.00,specified nail anomalies nos,,Other
18605,ph6..00,specified anomalies of breast,,Other
42379,ph60.00,absent breast,,Other
52665,ph61.00,absent nipple,,Other
4294,ph62.00,accessory breast,,Other
4491,ph63.00,accessory nipple,Yes,Other
61522,ph64.00,supernumerary breast,,Other
24567,ph65.00,supernumerary nipple,Yes,Other
28001,ph66.00,hypoplasia of breast,,Other
45801,ph67.00,small nipple,,Other
103993,ph67.11,hypoplasia of nipple,,Other
16754,ph68.00,ectopic breast tissue,,Other
65092,ph6x.00,"congenital malformation of breast, unspecified",,Other
36066,ph6z.00,specified breast anomalies nos,,Other
86047,ph7..00,cutis marmorata telangiectasia congenita,,Other
102162,phy..00,other specified integument anomaly,,Other
70979,phz..00,integument anomalies nos,,Other
65121,phz..11,congenital ectodermal defect,Yes,Other
39354,phz0.00,unspecified congenital anomalies of skin,Yes,Other
54223,phz0.11,congenital dermal defect,Yes,Other
48072,phz1.00,unspecified congenital anomalies of hair,,Other
38982,phz2.00,unspecified congenital anomalies of nail,,Other
27676,phz2.11,congenital deformity of nail,,Other
36463,pk...00,other and unspecified congenital anomalies,,Other
26338,pk0..00,anomalies of spleen,,Other
62999,pk00.00,aberrant spleen,,Other
22319,pk01.00,absent spleen,,Other
10505,pk01.11,asplenia,,Other
42026,pk02.00,accessory spleen,,Other
59741,pk03.00,congenital splenomegaly,,Other
62455,pk03.11,hyperplasia of spleen,,Other
67425,pk04.00,ectopic spleen,,Other
71462,pk06.00,hypoplasia of spleen,,Other
65558,pk07.00,mis-shapen spleen,,Other
65103,pk0y.00,other specified anomalies of spleen,,Other
59625,pk0z.00,anomalies of spleen nos,,Other
25292,pk1..00,anomalies of adrenal gland,,Other
62636,pk10.00,aberrant adrenal gland,,Other
71109,pk11.00,absent adrenal gland,,Other
49244,pk12.00,accessory adrenal gland,,Other
29818,pk13.00,hypoplasia of adrenal gland,,Other
83531,pk14.00,ectopic adrenal gland,,Other
95752,pk15.00,aplasia of adrenal gland,,Other
63824,pk1y.00,other specified anomalies of adrenal gland,,Other
42894,pk1y000,congenital cyst of adrenal gland,,Other
107541,pk1yz00,other congenital anomaly of adrenal gland nos,,Other
36064,pk1z.00,anomalies of adrenal gland nos,,Other
50094,pk2..00,other endocrine gland anomalies,,Other
46978,pk20.00,absent parathyroid gland,,Other
70633,pk21.00,accessory thyroid gland,,Other
36110,pk22.00,persistent thyroglossal duct,,Other
3797,pk23.00,thyroglossal duct cyst,,Other
32424,pk24.00,anomalies of pituitary gland,,Other
57797,pk24000,aberrant pituitary gland,,Other
111629,pk24100,congenital absence of pituitary gland,,Other
70576,pk24z00,anomaly of pituitary gland nos,,Other
10638,pk25.00,anomalies of thyroid gland nec,,Other
39281,pk25000,aberrant thyroid gland,,Other
10704,pk25011,retrosternal thyroid gland,,Other
3374,pk25100,congenital absence of thyroid gland,,Other
70581,pk25z00,anomaly of thyroid gland nec nos,,Other
57704,pk26.00,anomalies of thyroglossal duct nec,,Other
39588,pk27.00,anomalies of parathyroid gland nec,,Other
100681,pk27z00,anomaly of parathyroid gland nec nos,,Other
39366,pk28.00,anomalies of thymus,,Other
101663,pk28000,aberrant thymus gland,,Other
73987,pk28100,congenital absence of thymus,,Other
48842,pk28z00,anomaly of thymus gland nos,,Other
110685,pk2y.00,other specified endocrine gland anomaly,,Other
16201,pk2z.00,endocrine gland anomaly nos,,Other
20062,pk3..00,situs inversus,,Other
72246,pk30.00,"situs inversus, unspecified",,Other
47596,pk30.11,transposition of viscera unspecified,,Other
43560,pk31.00,situs inversus abdominalis,,Other
65785,pk31.11,transposition of abdominal viscera,,Other
63861,pk32.00,situs inversus thoracis,,Other
36416,pk33.00,complete situs inversus with dextrocardia,,Other
110797,pk34.00,situs inversus with levocardia,,Other
23513,pk3z.00,situs inversus nos,,Other
52601,pk4..00,conjoined twins,,Other
59424,pk40.00,craniopagus,,Other
68667,pk40100,craniopagus occipitalis,,Other
66738,pk40300,craniopagus parasiticus,,Other
103378,pk42.11,buttock-joined twins,,Other
71039,pk44.00,xiphopagus,,Other
65090,pk44.11,xiphoid- and pelvis-joined twins,,Other
56147,pk45.00,diaxial (double) monster,,Other
19918,pk4z.00,conjoined twins nos,,Other
24075,pk6..00,other hamartoses nec,,Other
4749,pk61.00,sturge-weber syndrome,,Other
52022,pk61.11,kalischer's disease,,Other
73205,pk61.12,encephalocutaneous angiomatosis,,Other
42643,pk64.00,proteus syndrome,,Other
87863,pk6y.00,other specified hamartoses nec,,Other
54573,pk6z.00,hamartoses nos,,Other
16530,pk7..00,multiple congenital anomalies nos,,Other
59400,pk70.00,monster nos,,Other
98724,pk7z.00,multiple congenital anomalies nos,,Other
64037,pky..00,other specified anomalies,,Other
54569,pky0.00,multiple system congenital anomalies nec,,Other
107550,pky0400,marshall-smith syndrome,,Other
96023,pky3.00,"single monster, specified type",,Other
44866,pky5e00,branchio-otorenal dysplasia,,Urinary
26136,pky7700,caudal dysplasia sequence,,Other
93164,pkya.00,cloacal exstrophy,,Urinary
72742,pkyg.00,men ret congen heart dis blepharophim blepharop hypopl teeth,,Other
64941,pkyh.00,moulded baby syndrome,,Other
49498,pkyz.00,other specified anomalies nos,,Other
29708,pkyz.12,local gigantism nec,,Other
25089,pkyz100,acardia,,Other
31853,pkyz600,congenital hemihypertrophy,,Other
15729,pkz..00,other anomalies nos,,Other
18041,pkz0.00,anomalies of umbilicus,,Other
62537,pkzz.00,congenital anomaly nos,,Other
59734,py...00,other specified congenital anomaly,,Other
71199,pyu..00,[x]additional congenital disease classification terms,,Other
100673,pyu0100,[x]other congenital hydrocephalus,,Nervous System
105277,pyu0300,[x]other specified congenital malformations of brain,,Nervous System
106579,pyu0400,[x]unspecified spina bifida with hydrocephalus,,Nervous System
107732,pyu0600,[x]other specified congenital malformations of spinal cord,,Nervous System
52137,pyu1.00,"[x]congenital malformations of eye, ear, face and neck",,"""Ear, Face & Neck"""
107079,pyu1100,[x]other congenital malformations of lacrimal apparatus,,Eye
111254,pyu1200,[x]other anophthalmos,,Eye
108933,pyu1300,[x]other congenital lens malformations,,Eye
104673,pyu1400,[x]other congenital malformations of iris,,Eye
104135,pyu1600,[x]other congenital malforms of anterior segment of eye,,Eye
101780,pyu1800,[x]other specified congenital malformations of eye,,Eye
111422,pyu1900,[x]other congenital malformations of middle ear,,"""Ear, Face & Neck"""
97357,pyu1a00,[x]congenital malformation of inner ear,,"""Ear, Face & Neck"""
103542,pyu1b00,"[x]malformation of ear with impairment of hearing, unspec",,"""Ear, Face & Neck"""
72789,pyu1d00,[x]other specified congenital malformations of ear,,"""Ear, Face & Neck"""
106458,pyu1e00,[x]other branchial cleft malformations,Yes,"""Ear, Face & Neck"""
50639,pyu1f00,[x]other specified congenital malformations of face & neck,,"""Ear, Face & Neck"""
99390,pyu2.00,[x]congenital malformations of the circulatory system,,Other
101322,pyu2100,[x]other congenital malformations of cardiac septa,,Heart
109008,pyu2200,[x]other congenital malformations of pulmonary valve,,Heart
110047,pyu2500,[x]other specified congenital malformations of the heart,,Heart
106644,pyu2600,[x]other congenital malformations of aorta,,Heart
107639,pyu2700,[x]other congenital malformations of pulmonary artery,,Heart
105624,pyu2b00,[x]oth specified cong malform of peripheral vascular system,,Other
104971,pyu2d00,[x]other malformations of cerebral vessels,,Other
111840,pyu2e00,[x]other specified cong malformations of circulatory system,,Other
110418,pyu2f00,[x]congenital malforms of cardiac chambers+connections unsp,,Heart
107496,pyu2g00,"[x]congenital malformation of tricuspid valve, unspecified",,Heart
107710,pyu2h00,[x]congenital malformation of aortic and mitral valves unsp,,Heart
108747,pyu2k00,"[x]congenital malformation of circulatory system, unspecif",,Other
96542,pyu3.00,[x]congenital malformations of the respiratory system,,Respiratory
110850,pyu3000,[x]other congenital malformations of nose,,Other
107040,pyu3300,[x]other congenital malformations of bronchus,,Respiratory
101623,pyu3400,[x]other congenital malformations of lung,,Respiratory
110010,pyu3500,[x]other specified congen malformation respiratory system,,Respiratory
72027,pyu4.00,[x]cleft lip and cleft palate,,Orofacial Clefts
93641,pyu4000,"[x]cleft palate, unspecified, bilateral",,Orofacial Clefts
48070,pyu4100,"[x]unspecified cleft palate with cleft lip, bilateral",,Orofacial Clefts
98276,pyu5000,[x]other congenital malformations of tongue,,Digestive
105089,pyu5100,"[x]congenital malformations of palate, nec",,Digestive
74903,pyu5200,[x]other congenital malformations of mouth,,Digestive
111515,pyu5700,[x]cong absence/atresia/stenos oth spec parts small intest,,Digestive
101542,pyu5d00,[x]other congenital malformations of bile ducts,,Digestive
105782,pyu5e00,[x]other congenital malformations of liver,,Digestive
106033,pyu5f00,[x]other congen malformation of pancreas & pancreatic duct,,Digestive
69013,pyu6.00,[x]congenital malformations of genital organs,,Genital
91599,pyu6300,[x]other congenital malformations of uterus and cervix,,Genital
64385,pyu6400,[x]other congenital malformations of vagina,,Genital
38541,pyu6600,[x]other specified congenital malform of female genitalia,,Genital
95648,pyu6700,[x]other specified hypospadias,,Genital
48850,pyu6800,[x]other congenital malformations of testis and scrotum,,Genital
111591,pyu6a00,[x]other congenital malformations of penis,,Genital
7461,pyu6b00,[x]other specified congenit malform of male genital organs,,Genital
74899,pyu7.00,[x]congenital malformations of the urinary system,,Urinary
72877,pyu7000,[x]other cystic kidney diseases,,Urinary
53781,pyu7100,[x]other obstructive defects of renal pelvis and ureter,,Urinary
111674,pyu7200,[x]other congenital malformations of ureter,,Urinary
97874,pyu7300,[x]other specified congenital malformations of kidney,,Urinary
105804,pyu7500,[x]other congenital malformations of bladder and urethra,,Urinary
111003,pyu8000,[x]other congenital deformities of hip,,Limb
95320,pyu8100,[x]other congenital varus deformities of feet,,Limb
100428,pyu8200,[x]other congenital valgus deformities of feet,Yes,Limb
67992,pyu8300,[x]other congenital deformities of feet,,Limb
98773,pyu8400,"[x]other congenital deformities of skull, face and jaw",,Limb
65997,pyu8500,[x]other congenital deformities of chest,,Limb
107951,pyu8700,[x]other reduction defects of upper limb(s),,Limb
52819,pyu8a00,"[x]other congen malform upper limb(s), incl shoulder girdle",,Limb
106160,pyu8c00,[x]other specified congenital malformations of limb(s),,Limb
97006,pyu8d00,[x]other specified congenit malformation skull & face bones,,Other
73157,pyu8f00,[x]other congenital malformations of ribs,,Other
101281,pyu8m00,[x]other congenital malforms of the musculoskeletal system,,Limb
97637,pyu8n00,"[x]congenital deformity of hip, unspecified",,Limb
108841,pyu8p00,"[x]congenital malformation of bony thorax, unspecified",,Other
65095,pyu9.00,[x]other congenital malformations,,Other
63103,pyu9200,[x]other specified congenital malformations of skin,,Other
